"id","playlist_name","modifiedat","numfollowers","numtracks","collaborative"
3964,"piano","2017-04-02 20:00:00",1,11,False
3965,"Reggae","2014-02-06 19:00:00",1,15,False
3966,"Dope","2014-11-15 19:00:00",1,44,False
3967,"Workout Mix","2017-04-18 20:00:00",1,57,False
3968,"random ","2017-09-23 20:00:00",1,127,False
3969,"thanksgiving","2014-11-25 19:00:00",1,67,False
3970,"Wedding mix","2017-06-09 20:00:00",1,36,True
3971,"Matt","2017-10-01 20:00:00",1,185,False
3972,"rock","2014-12-21 19:00:00",1,115,False
3973,"Party","2017-10-23 20:00:00",1,111,False
3974,"Latin","2017-10-30 20:00:00",2,29,False
3975,"Techno","2017-09-13 20:00:00",2,126,False
3976,"slow","2015-10-18 20:00:00",1,14,False
3977,"Bang","2017-08-23 20:00:00",1,61,False
3978,"Hardcore","2017-10-23 20:00:00",1,54,False
3979,"90's","2017-10-25 20:00:00",1,28,False
3980,"Good Tunes","2017-07-09 20:00:00",2,103,False
3981,"Cleaning music","2015-02-05 19:00:00",1,14,False
3982,"2017","2017-10-05 20:00:00",2,143,False
3983,"Playlist","2016-10-08 20:00:00",1,40,False
3984,"another playlist","2017-10-06 20:00:00",1,90,False
3985,"Riding music","2017-06-04 20:00:00",1,200,False
3986,"Turnt","2016-12-26 19:00:00",1,17,False
3987,"chill","2017-10-18 20:00:00",1,74,False
3988,"soirée","2016-06-05 20:00:00",5,113,False
3989,"Dubstep","2014-05-22 20:00:00",1,25,False
3990,"Reggae","2017-10-21 20:00:00",1,123,False
3991,"repertorio","2016-01-25 19:00:00",1,25,False
3992,"Throwbacks","2017-08-31 20:00:00",2,47,False
3993,"party","2017-08-27 20:00:00",2,54,False
3994,"Get Ready","2016-02-18 19:00:00",1,84,False
3995,"summer 17","2017-08-10 20:00:00",1,31,False
3996,"dubstep ","2015-04-06 20:00:00",1,10,False
3997,"Gang","2017-04-06 20:00:00",1,26,False
3998,"miley","2016-11-07 19:00:00",1,20,False
3999,"New hip hop","2016-03-11 19:00:00",1,38,False
4000,"CLassical","2017-08-28 20:00:00",1,169,False
4001,"Christmas","2013-12-07 19:00:00",1,14,False
4002,"october.","2017-10-29 20:00:00",2,25,False
4003,"Chill","2017-02-12 19:00:00",1,147,False
4004,"Coast to Coast","2016-07-11 20:00:00",2,112,True
4005,"white trash","2017-10-24 20:00:00",1,36,False
4006,"Babygirl","2017-10-23 20:00:00",1,16,False
4007,"🔥💦","2017-05-02 20:00:00",2,241,False
4008,"gym","2017-06-07 20:00:00",2,74,False
4009,"Roadtrippin'","2017-10-18 20:00:00",1,157,False
4010,"summertime ","2016-08-31 20:00:00",1,180,False
4011,"Soundtrack","2017-10-30 20:00:00",1,62,False
4012,"Country","2017-07-11 20:00:00",1,175,False
4013,"rock on","2017-10-17 20:00:00",1,38,False
4014,"skate","2016-06-26 20:00:00",1,52,False
4015,"Funk it up","2013-05-06 20:00:00",1,38,False
4016,"beatz","2017-10-25 20:00:00",3,57,False
4017,"rainy","2016-11-25 19:00:00",1,92,False
4018,"28","2017-10-26 20:00:00",1,37,False
4019,"Classics","2017-08-08 20:00:00",1,8,False
4020,"shower","2017-02-24 19:00:00",1,12,False
4021,"21","2017-10-15 20:00:00",1,13,False
4022,"April 2017","2017-09-02 20:00:00",2,19,False
4023,"vibe","2017-10-30 20:00:00",1,34,False
4024,"salty","2017-09-16 20:00:00",1,53,True
4025,"Everything","2017-08-26 20:00:00",1,25,False
4026,"edm","2017-03-20 20:00:00",2,86,False
4027,"The best ","2016-05-24 20:00:00",1,44,False
4028,"Wedding Dancing","2016-05-14 20:00:00",1,14,False
4029,"Misc","2017-09-07 20:00:00",2,118,False
4030,"Pre-ceremony","2014-07-20 20:00:00",1,45,True
4031,"Chill","2017-03-19 20:00:00",3,59,False
4032,"Ayye","2017-05-14 20:00:00",1,78,False
4033,"Awesome","2017-08-28 20:00:00",1,21,False
4034,"21","2017-07-19 20:00:00",1,85,False
4035,"zeppelin","2017-10-18 20:00:00",1,39,False
4036,"summer 2015","2015-08-17 20:00:00",2,31,False
4037,"Anthony","2017-08-17 20:00:00",2,130,False
4038,"kpop","2017-02-11 19:00:00",1,13,False
4039,"hype","2017-04-23 20:00:00",2,116,False
4040,"Morning Playlist","2017-03-13 20:00:00",2,85,False
4041,"Country","2016-05-23 20:00:00",1,55,False
4042,"Trip","2017-07-26 20:00:00",1,94,False
4043,"Aug17","2017-08-31 20:00:00",1,42,False
4044,"💛💛","2017-07-21 20:00:00",2,11,False
4045,"Gucci mane","2016-07-14 20:00:00",1,33,False
4046,"Everything","2015-06-28 20:00:00",1,84,False
4047,"Joy","2014-11-04 19:00:00",2,172,False
4048,"Rap God","2017-10-13 20:00:00",4,91,False
4049,"Guilty pleasures","2016-11-08 19:00:00",1,70,False
4050,"Turnip","2016-12-06 19:00:00",1,99,False
4051,"music","2017-09-15 20:00:00",1,19,False
4052,"him","2017-09-30 20:00:00",1,113,False
4053,"KickBack","2017-10-20 20:00:00",1,54,False
4054,"Current","2015-06-10 20:00:00",1,14,False
4055,"golden ","2017-10-21 20:00:00",1,10,False
4056,"thursday","2017-09-06 20:00:00",1,42,False
4057,"JESUS.","2016-09-24 20:00:00",1,99,False
4058,"Piano Songs","2017-09-08 20:00:00",1,13,False
4059,"write","2017-07-17 20:00:00",1,77,False
4060,"chill. ","2017-10-27 20:00:00",1,63,False
4061,"Just for you","2017-04-09 20:00:00",1,31,False
4062,"city lights","2015-09-18 20:00:00",1,14,False
4063,"L I T ","2017-06-19 20:00:00",2,97,False
4064,"SF","2016-12-12 19:00:00",1,7,False
4065,"feelz","2015-12-18 19:00:00",1,11,False
4066,"cruise","2017-07-04 20:00:00",1,85,False
4067,"Domingo","2017-03-05 19:00:00",1,19,False
4068,"yeah","2016-02-24 19:00:00",1,46,False
4069,"Country","2017-04-28 20:00:00",1,138,False
4070,"throwback","2017-08-26 20:00:00",5,82,False
4071,"HOCKEY","2016-03-04 19:00:00",1,93,False
4072,"Music","2016-06-07 20:00:00",1,113,False
4073,"Bangers","2017-10-13 20:00:00",4,52,False
4074,"Christmas","2016-12-24 19:00:00",1,179,False
4075,"Go.","2017-08-23 20:00:00",2,217,False
4076,"favorite songs","2017-09-04 20:00:00",1,74,False
4077,"Blurred Lines","2013-10-22 20:00:00",1,6,False
4078,"Lunch ","2015-04-23 20:00:00",1,25,False
4079,"Second","2016-03-19 20:00:00",1,11,False
4080,"Boat","2015-11-12 19:00:00",2,121,False
4081,"yeet","2017-10-23 20:00:00",2,21,False
4082,"special","2013-11-24 19:00:00",1,139,False
4083,"idk","2015-05-23 20:00:00",1,12,False
4084,"Oldies","2017-09-28 20:00:00",2,121,False
4085,"Lit","2017-05-30 20:00:00",1,15,False
4086,"Pop","2015-10-13 20:00:00",3,37,False
4087,"💔💔","2017-10-25 20:00:00",1,110,False
4088,"Emotional","2017-08-03 20:00:00",1,87,False
4089,"Swag","2013-12-10 19:00:00",1,161,True
4090,"safari","2017-08-22 20:00:00",1,111,True
4091,"Exercise","2014-11-22 19:00:00",1,48,False
4092,"SoundHound","2016-06-04 20:00:00",1,30,False
4093,"luv","2017-10-25 20:00:00",1,61,False
4094,"Summer 2k17","2017-09-09 20:00:00",1,107,False
4095,"Disney","2017-07-29 20:00:00",3,59,False
4096,"*R&B","2014-04-04 20:00:00",1,28,False
4097,"lit","2017-02-27 19:00:00",1,80,False
4098,"Summer Playlist","2017-08-08 20:00:00",1,14,False
4099,"hiphop","2017-09-13 20:00:00",1,144,False
4100,"Summer '17","2017-09-20 20:00:00",2,67,False
4101,"DANCE PARTY!!!","2015-11-06 19:00:00",2,102,False
4102,"Gang","2017-09-24 20:00:00",2,159,False
4103,"turnt","2015-06-06 20:00:00",1,38,False
4104,"VEGAS","2014-02-15 19:00:00",1,52,False
4105,"Rap & Hip-Hop","2013-04-19 20:00:00",2,36,False
4106,"Chicano Rap","2016-01-16 19:00:00",1,47,False
4107,"Jesus","2017-10-17 20:00:00",1,11,False
4108,"Rap","2017-04-02 20:00:00",2,115,False
4109,"country","2012-08-23 20:00:00",1,26,False
4110,"Banger","2017-10-17 20:00:00",1,149,False
4111,"Turn up music","2015-12-26 19:00:00",1,226,False
4112,"Today's hits","2017-06-15 20:00:00",1,125,False
4113,"summer","2017-09-21 20:00:00",1,63,False
4114,"Workout 2","2017-04-05 20:00:00",1,18,False
4115,"Indie","2017-10-19 20:00:00",6,208,False
4116,"Playlist","2017-07-07 20:00:00",1,107,False
4117,"pre game","2016-10-22 20:00:00",2,22,False
4118,"Traffic Jams","2016-04-28 20:00:00",1,29,False
4119,"Indie","2017-10-26 20:00:00",1,87,False
4120,"Rock/Alt","2017-09-01 20:00:00",2,49,False
4121,"oldies but goodies","2017-07-07 20:00:00",3,45,False
4122,"Workout playlist","2016-02-08 19:00:00",1,56,False
4123,"feels","2017-05-22 20:00:00",2,196,False
4124,"Reggaeton ","2015-04-09 20:00:00",1,42,False
4125,"Christmas","2014-12-23 19:00:00",1,21,False
4126,"Study","2016-07-30 20:00:00",1,57,False
4127,"June 2016","2016-05-31 20:00:00",1,30,False
4128,"Alternative","2014-04-30 20:00:00",1,213,False
4129,"Cruisin ","2017-09-29 20:00:00",1,239,False
4130,"summer 17","2017-07-23 20:00:00",1,39,False
4131,"Indie","2017-04-29 20:00:00",1,139,False
4132,"New Era","2017-07-24 20:00:00",2,29,False
4133,"☀️","2017-09-16 20:00:00",1,30,False
4134,"New workout","2017-10-22 20:00:00",1,85,False
4135,"Relax","2016-07-10 20:00:00",2,6,False
4136,"Its a Trap!","2017-07-12 20:00:00",1,53,False
4137,"AURA","2016-08-18 20:00:00",1,20,False
4138,"Opera","2015-10-29 20:00:00",1,37,False
4139,"90s Jams","2012-04-16 20:00:00",3,102,False
4140,"kat","2017-10-30 20:00:00",1,208,False
4141,"FALL 2015","2015-11-30 19:00:00",1,16,False
4142,"NYC","2017-04-06 20:00:00",1,12,True
4143,"BOATING","2017-06-29 20:00:00",1,43,False
4144,"this","2013-09-29 20:00:00",1,15,False
4145,"Rock and roll","2017-09-13 20:00:00",1,125,False
4146,"Hip-Hop","2016-12-15 19:00:00",1,81,False
4147,"gta","2014-01-17 19:00:00",1,18,False
4148,"car songs","2017-10-18 20:00:00",2,68,False
4149,"Summer Jams","2015-09-14 20:00:00",1,28,False
4150,"Dance Songs","2017-07-02 20:00:00",2,97,False
4151,"vibin","2017-09-04 20:00:00",1,49,False
4152,"Cancer","2017-10-28 20:00:00",2,43,False
4153,"Exploring","2017-09-26 20:00:00",1,76,False
4154,"Mardi Gras ","2017-02-18 19:00:00",1,121,False
4155,"AFROBEATS","2017-10-26 20:00:00",1,68,False
4156,"mellow","2017-08-01 20:00:00",1,11,False
4157,"Christmas","2014-12-09 19:00:00",1,134,False
4158,"ayyy","2017-10-13 20:00:00",1,101,False
4159,"Heartbreak","2016-01-25 19:00:00",1,8,False
4160,"grace.","2015-09-25 20:00:00",4,170,False
4161,"luci","2017-10-14 20:00:00",1,27,False
4162,"pump up","2017-10-19 20:00:00",1,47,False
4163,"Alternative","2016-07-01 20:00:00",1,202,False
4164,"new school","2017-06-13 20:00:00",1,39,False
4165,"Gospel","2017-08-11 20:00:00",1,6,False
4166,"songs for the road","2017-03-31 20:00:00",1,32,False
4167,"good ole country","2015-01-14 19:00:00",1,25,False
4168,"XMAS!!!","2016-12-20 19:00:00",14,68,False
4169,"Forever","2017-10-29 20:00:00",1,46,False
4170,"my world","2017-09-14 20:00:00",1,82,False
4171,"Down Under","2017-07-11 20:00:00",1,93,False
4172,"Folk","2017-10-26 20:00:00",1,48,False
4173,"dance dance dance","2017-09-14 20:00:00",1,190,False
4174,"MA","2016-10-23 20:00:00",1,26,False
4175,"main","2017-04-19 20:00:00",1,38,False
4176,"Pop Rock","2017-08-29 20:00:00",1,58,False
4177,"jams ","2017-06-23 20:00:00",1,49,False
4178,"workout","2017-10-26 20:00:00",3,211,False
4179,"go hard","2017-07-06 20:00:00",1,29,False
4180,"Soccer","2017-07-31 20:00:00",1,15,False
4181,"basketball","2015-09-26 20:00:00",1,26,False
4182,"Music","2017-01-31 19:00:00",2,68,False
4183,"lit list","2017-10-29 20:00:00",1,11,False
4184,"⭐️","2017-10-28 20:00:00",1,94,False
4185,"sleep","2017-03-07 19:00:00",2,15,False
4186,"Car Songs","2016-06-29 20:00:00",1,48,False
4187,"DNCE","2017-01-12 19:00:00",1,20,False
4188,"Gym 2016","2016-02-18 19:00:00",1,26,False
4189,"Duets","2015-09-08 20:00:00",1,20,True
4190,"Christmas","2016-11-22 19:00:00",1,124,False
4191,"alt","2017-10-29 20:00:00",1,76,False
4192,"Slow Jams","2014-07-13 20:00:00",1,44,False
4193,"Road Trip!!!","2015-08-10 20:00:00",1,204,True
4194,"17'","2017-10-20 20:00:00",1,10,False
4195,"Deep House","2017-10-29 20:00:00",1,85,False
4196,"car ride","2016-10-24 20:00:00",1,170,False
4197,"morning","2016-08-15 20:00:00",1,21,False
4198,"Zzzz ^.^","2013-04-11 20:00:00",1,9,False
4199,"New songs","2017-09-26 20:00:00",1,33,False
4200,"❤️","2017-10-24 20:00:00",1,164,False
4201,"German Rap","2016-03-19 20:00:00",1,90,False
4202,"war","2016-11-30 19:00:00",1,78,False
4203,"Driving","2017-10-30 20:00:00",2,152,False
4204,"welp","2016-01-31 19:00:00",1,17,False
4205,"GGG","2017-10-08 20:00:00",1,47,False
4206,"Christmas","2017-10-20 20:00:00",1,74,False
4207,"Punk","2017-07-12 20:00:00",1,75,False
4208,"tiff","2017-05-13 20:00:00",1,15,False
4209,"focus","2017-10-27 20:00:00",1,177,False
4210,"Spanish","2017-08-18 20:00:00",1,132,False
4211,"Rap","2015-11-25 19:00:00",2,23,False
4212,"Christmas","2016-12-21 19:00:00",1,30,False
4213,"SLEEPING MUSIC","2016-08-11 20:00:00",2,146,False
4214,"Running","2015-11-01 19:00:00",1,100,False
4215,"Calming","2015-09-16 20:00:00",1,20,False
4216," OK!","2017-07-09 20:00:00",1,20,False
4217,"80's","2017-10-27 20:00:00",7,49,False
4218,"MARCH","2017-03-07 19:00:00",1,23,False
4219,"80s","2016-05-10 20:00:00",1,122,False
4220,"Soundcloud","2017-04-18 20:00:00",1,40,False
4221,"classic","2016-03-10 19:00:00",1,14,False
4222,"alex","2017-09-27 20:00:00",1,21,False
4223,"Stronger*","2016-12-03 19:00:00",1,54,False
4224,"Español","2015-11-22 19:00:00",1,18,False
4225,"spring","2015-01-18 19:00:00",1,26,False
4226,"my music","2016-09-10 20:00:00",1,15,False
4227,"soccer","2017-08-14 20:00:00",1,50,False
4228,"Disney","2017-06-14 20:00:00",1,62,False
4229,"Current favorites","2015-07-06 20:00:00",4,47,False
4230,"winter 2017","2017-02-01 19:00:00",1,15,False
4231,"Love","2017-07-25 20:00:00",1,27,False
4232,"Sad songs","2017-09-12 20:00:00",1,60,False
4233,"Nostalgia","2017-05-23 20:00:00",1,18,False
4234,"Stagecoach","2015-04-12 20:00:00",2,165,False
4235,"Dansk","2016-10-28 20:00:00",1,16,False
4236,"fire","2016-03-13 20:00:00",1,55,False
4237,"Spring 17","2017-05-28 20:00:00",1,33,False
4238,"Housewarming","2016-06-25 20:00:00",1,111,True
4239,"Country","2017-04-18 20:00:00",1,112,False
4240,"fallin","2016-12-18 19:00:00",1,74,False
4241,"Femme Fatale","2016-06-24 20:00:00",3,47,False
4242,"Heart","2017-10-13 20:00:00",1,89,False
4243,"music","2016-05-11 20:00:00",2,70,False
4244,"Cancer","2016-07-25 20:00:00",2,27,False
4245,"Andrew","2015-08-10 20:00:00",1,11,False
4246,"lupe","2016-07-31 20:00:00",1,93,False
4247,"Quick ","2014-04-26 20:00:00",1,52,False
4248,"Bachata ","2014-07-03 20:00:00",1,17,False
4249,"Fall","2017-02-04 19:00:00",1,16,False
4250,"comedy","2017-10-02 20:00:00",1,97,False
4251,"DRAKE","2017-09-03 20:00:00",1,43,False
4252,"oldies but goodies","2015-05-26 20:00:00",2,9,False
4253,"classic rock","2017-08-23 20:00:00",2,90,False
4254,"beat","2016-08-29 20:00:00",1,62,False
4255,"Best","2017-01-04 19:00:00",1,102,False
4256,"Sweg","2015-09-15 20:00:00",1,44,False
4257,"Party time ","2016-10-15 20:00:00",1,61,False
4258,"Spring 2017","2017-08-27 20:00:00",1,39,False
4259,"Work out","2017-08-24 20:00:00",1,44,False
4260,"feels","2017-10-28 20:00:00",1,76,False
4261,"Wedding","2015-08-29 20:00:00",1,35,True
4262,"ROAD TRIP","2016-01-14 19:00:00",1,52,False
4263,"Gym Time!","2017-10-06 20:00:00",1,85,False
4264,"ranchera","2016-08-18 20:00:00",1,100,False
4265,"Throwbacks","2016-07-14 20:00:00",5,167,False
4266,"Disney","2017-04-09 20:00:00",1,174,False
4267,"Check it","2017-10-25 20:00:00",1,12,False
4268,"Rock","2015-12-28 19:00:00",1,70,True
4269,"Solstice","2017-06-25 20:00:00",1,30,False
4270,"ROCK","2017-10-24 20:00:00",1,219,False
4271,"13.1","2017-10-25 20:00:00",2,37,False
4272,"summer 2017","2017-08-02 20:00:00",1,17,False
4273,"Loungin","2015-10-08 20:00:00",1,11,True
4274,"Dat New New","2017-10-29 20:00:00",2,155,False
4275,"70s","2017-10-19 20:00:00",1,22,False
4276,"Yeehaw!","2014-07-03 20:00:00",1,135,False
4277,"Audition","2014-10-17 20:00:00",1,23,False
4278,"Running","2015-08-30 20:00:00",1,26,False
4279,"Yasssss","2016-08-16 20:00:00",1,130,False
4280,"Guitar","2015-08-23 20:00:00",1,6,False
4281,"All Songs","2016-05-08 20:00:00",1,192,False
4282,"Wedding Jams","2017-07-12 20:00:00",1,28,False
4283,"silence","2017-03-15 20:00:00",1,22,False
4284,"Punch!","2015-03-14 20:00:00",1,58,False
4285,"go to","2017-01-16 19:00:00",1,72,False
4286,"Roadtrippin","2017-08-29 20:00:00",1,193,False
4287,"Vibes","2017-05-19 20:00:00",1,121,False
4288,"SUMMER 2K17","2017-08-04 20:00:00",1,42,False
4289,"country","2013-10-12 20:00:00",1,22,False
4290,"soda","2017-09-15 20:00:00",1,24,False
4291,"marty ","2017-10-19 20:00:00",2,133,False
4292,"🤘🏻","2016-07-14 20:00:00",1,19,False
4293,"90s","2016-10-02 20:00:00",2,83,False
4294,"Toast","2017-10-31 20:00:00",1,141,False
4295,"drift","2015-01-01 19:00:00",2,48,False
4296,"R&B","2017-10-15 20:00:00",1,170,False
4297,"#ty","2017-08-24 20:00:00",1,21,False
4298,"Current Jams","2017-10-31 20:00:00",2,34,False
4299,"oldies","2015-07-04 20:00:00",1,23,False
4300,"Yes","2014-04-10 20:00:00",1,17,False
4301,"SUMMER","2017-09-07 20:00:00",2,50,False
4302,"Alt Rock","2017-10-15 20:00:00",2,74,False
4303,"i hate u, i love u","2016-04-22 20:00:00",1,6,False
4304,"old","2015-02-01 19:00:00",1,14,False
4305,"Christmas","2016-12-19 19:00:00",1,85,False
4306,"Uppers","2016-05-31 20:00:00",1,21,False
4307,"Throwback","2017-07-24 20:00:00",2,62,False
4308,"Naija","2017-03-17 20:00:00",1,29,False
4309,"work out","2017-09-10 20:00:00",1,135,False
4310,"Classical","2017-10-09 20:00:00",1,32,False
4311,"💃🏻","2016-03-03 19:00:00",1,58,False
4312,"WWE","2017-10-22 20:00:00",3,217,False
4313,"lit","2017-10-30 20:00:00",1,46,False
4314,"Rap","2016-11-09 19:00:00",1,20,False
4315,"Old Skool Rap ","2016-06-09 20:00:00",1,30,False
4316,"Shower Music","2017-06-15 20:00:00",1,38,False
4317,"X-mas","2015-12-22 19:00:00",1,49,False
4318,"Electro party","2016-01-09 19:00:00",2,15,False
4319,"Setlist","2017-07-31 20:00:00",1,48,False
4320,"mn","2017-09-18 20:00:00",1,39,False
4321,"frank","2015-10-25 20:00:00",1,25,False
4322,"Reggaeton","2017-09-17 20:00:00",1,71,False
4323,"Depressed . ","2016-05-31 20:00:00",4,34,False
4324,"Bay","2017-10-22 20:00:00",1,77,False
4325,"My Jamz","2017-10-14 20:00:00",1,227,False
4326,"Studying","2017-09-26 20:00:00",3,125,False
4327,"draw","2017-05-18 20:00:00",2,174,False
4328,"sad songs","2017-02-18 19:00:00",1,18,False
4329,"happy","2017-10-28 20:00:00",1,52,False
4330,"Fave songs","2017-07-12 20:00:00",1,69,False
4331,"Heat","2015-10-21 20:00:00",2,90,False
4332,"journeys","2017-05-03 20:00:00",1,23,False
4333,"Nicki Minaj","2015-10-29 20:00:00",1,21,False
4334,"Andrea Bocelli :)","2015-07-15 20:00:00",1,34,False
4335,"Spring","2016-06-27 20:00:00",1,16,False
4336,"sus","2016-04-29 20:00:00",1,18,False
4337,"country","2017-10-20 20:00:00",1,142,False
4338,"Char","2017-03-06 19:00:00",1,33,False
4339,"Juice","2017-01-19 19:00:00",7,248,False
4340,"fall favorites","2016-10-25 20:00:00",8,96,False
4341,"2013","2014-01-04 19:00:00",1,72,False
4342,"thumbs up","2016-12-01 19:00:00",1,11,False
4343,"inspo","2017-08-05 20:00:00",1,19,False
4344,"goose","2017-10-13 20:00:00",1,19,False
4345,"Slaps","2016-07-15 20:00:00",1,107,False
4346,"Positive Vibes","2017-09-01 20:00:00",1,91,False
4347,"Alternative","2017-09-16 20:00:00",1,192,False
4348,"Jammin","2015-07-26 20:00:00",1,80,False
4349,"summer 17","2017-10-29 20:00:00",6,60,False
4350,"Rock","2017-09-21 20:00:00",2,28,False
4351,"camping","2017-06-21 20:00:00",1,19,False
4352,"tired","2017-10-24 20:00:00",2,73,False
4353,"kids","2017-03-08 19:00:00",1,26,False
4354,"Summer","2017-07-31 20:00:00",1,120,False
4355,"Smooth Vibes","2017-08-16 20:00:00",3,121,False
4356,"Freak","2013-10-01 20:00:00",1,18,False
4357,"LOGIC","2017-07-14 20:00:00",1,30,False
4358,"discovered","2017-09-01 20:00:00",2,32,False
4359,"Old school hip hop ","2016-08-12 20:00:00",1,121,False
4360,"Shower","2016-12-06 19:00:00",1,27,False
4361,"hype","2016-12-05 19:00:00",1,18,False
4362,"heartbreak ","2017-09-09 20:00:00",1,6,False
4363,"Good Vibes","2017-07-28 20:00:00",1,39,False
4364,"Music","2017-10-29 20:00:00",1,65,False
4365,"feels ","2017-01-25 19:00:00",1,49,False
4366,"Manchester","2014-06-15 20:00:00",2,27,True
4367,"Pitbull","2017-09-30 20:00:00",1,49,False
4368,"tbt","2017-09-20 20:00:00",3,172,True
4369,"80s","2017-10-30 20:00:00",3,44,False
4370,"HC","2017-05-16 20:00:00",1,64,False
4371,"my music (:","2016-02-24 19:00:00",1,38,False
4372,"TB","2016-11-18 19:00:00",3,106,False
4373,"okay ","2017-10-02 20:00:00",1,30,False
4374,"2017 favorites","2017-10-21 20:00:00",2,23,False
4375,"Emo","2015-12-30 19:00:00",1,7,False
4376,"editing","2016-01-03 19:00:00",2,89,False
4377,"rad","2017-10-07 20:00:00",2,142,False
4378,"Bassnectar","2013-12-01 19:00:00",6,90,False
4379,"Especial","2017-10-04 20:00:00",1,53,False
4380,"The Weeknd — The Hills","2016-06-05 20:00:00",3,10,False
4381,"country summer","2017-05-20 20:00:00",1,24,False
4382,"WARPED TOUR 2017","2017-03-22 20:00:00",2,209,False
4383,"Softball ","2017-06-06 20:00:00",1,32,False
4384,"<3 <3 <3","2015-02-11 19:00:00",2,28,False
4385,"Stuff","2016-08-18 20:00:00",1,62,False
4386,"Boarding","2016-09-06 20:00:00",1,47,False
4387,"90's R&B","2016-04-27 20:00:00",1,26,False
4388,"headspace","2017-10-07 20:00:00",1,24,False
4389,"idfk","2017-10-26 20:00:00",1,87,False
4390,"Party","2016-06-09 20:00:00",3,72,False
4391,"Hip Hop Chill","2016-08-31 20:00:00",1,130,False
4392,"Mix","2013-04-29 20:00:00",1,10,False
4393,"classical :^)","2017-07-22 20:00:00",1,30,False
4394,"fall 16","2017-03-01 19:00:00",1,30,False
4395,"August 2017","2017-09-11 20:00:00",1,38,False
4396,"Classical","2017-01-05 19:00:00",1,31,False
4397,"🔥🔥","2017-10-01 20:00:00",1,52,False
4398,"⚡️⚡️⚡️","2017-10-15 20:00:00",1,28,False
4399,"Reggaeton ","2017-08-22 20:00:00",1,44,False
4400,"Eminem","2017-02-13 19:00:00",1,17,False
4401,"chill","2017-10-16 20:00:00",1,131,False
4402,"Bed time ","2017-01-24 19:00:00",1,18,False
4403,"cream","2017-10-06 20:00:00",1,141,False
4404,"morning","2017-03-18 20:00:00",5,135,False
4405,"chill.","2016-08-07 20:00:00",1,34,False
4406,"Party ","2016-06-22 20:00:00",1,8,False
4407,"Tis the season","2017-09-18 20:00:00",1,22,False
4408,"Running","2016-12-09 19:00:00",1,65,False
4409,"tyga","2017-10-17 20:00:00",1,127,False
4410,"Rock","2017-07-01 20:00:00",1,122,False
4411,"90","2017-07-27 20:00:00",2,50,False
4412,"Hot Sauce","2017-10-22 20:00:00",1,192,False
4413,"A$AP ","2017-10-25 20:00:00",2,115,False
4414,"Study","2017-03-13 20:00:00",6,95,False
4415,"My High-Intensity Workout","2017-08-27 20:00:00",1,46,False
4416,"Stu(dying)","2017-10-18 20:00:00",1,110,False
4417,"Country ","2016-09-01 20:00:00",3,42,False
4418,"best of","2017-06-10 20:00:00",1,36,False
4419,"Spring 2015","2015-05-23 20:00:00",1,62,False
4420,"tuesday","2017-10-27 20:00:00",1,67,False
4421,"Best Oldies","2017-06-05 20:00:00",1,38,False
4422,"Slow Dance","2016-10-12 20:00:00",1,27,False
4423,"🤘🏼🤘🏼🤘🏼","2016-06-04 20:00:00",4,114,False
4424,"Bday","2015-12-23 19:00:00",2,120,True
4425,"old hits ","2013-11-21 19:00:00",1,46,False
4426,"vibes ","2017-10-20 20:00:00",1,67,False
4427,"Casual","2016-04-07 20:00:00",1,34,False
4428,"SUMMER 2016","2016-10-22 20:00:00",2,21,False
4429,"Beats","2017-09-22 20:00:00",7,127,False
4430,"Techno","2014-04-30 20:00:00",1,10,False
4431,"New","2016-12-18 19:00:00",1,78,False
4432,"Trash","2016-01-19 19:00:00",1,11,False
4433,"some type of way","2016-05-19 20:00:00",1,31,False
4434,"Fireball","2016-03-31 20:00:00",1,12,True
4435,"Feels","2017-10-22 20:00:00",1,45,False
4436,"Work Out","2017-10-24 20:00:00",1,69,False
4437,"sad/chill","2017-10-24 20:00:00",1,87,False
4438,"CHRISTMAS","2017-01-05 19:00:00",1,29,False
4439,"Michael Bublé","2017-10-03 20:00:00",4,123,False
4440,"Free Your Mind ","2017-10-23 20:00:00",1,30,False
4441,"Grad","2014-06-15 20:00:00",1,221,False
4442,"Holiday","2015-12-19 19:00:00",1,107,False
4443,"Worship","2017-10-23 20:00:00",1,74,False
4444,"Chill","2017-07-11 20:00:00",1,101,False
4445,"Bangers & Mash","2016-05-31 20:00:00",1,70,False
4446,"F**kin' Problems","2013-08-14 20:00:00",1,17,False
4447,"Country jams","2014-06-18 20:00:00",2,57,False
4448,"Title!","2015-06-24 20:00:00",1,46,False
4449,"italian songs","2015-09-03 20:00:00",1,10,False
4450,"Middle","2016-08-15 20:00:00",1,139,False
4451,"Beach","2014-09-18 20:00:00",1,74,True
4452,"new ","2017-10-02 20:00:00",1,65,False
4453,"noice","2016-09-11 20:00:00",1,10,False
4454,"2000s","2017-04-29 20:00:00",1,167,False
4455,"Soft","2017-10-19 20:00:00",2,128,False
4456,"tunes","2017-10-05 20:00:00",1,55,False
4457,"Feel good","2017-08-03 20:00:00",1,18,False
4458,"Chasing Cars","2017-07-10 20:00:00",1,17,False
4459,"colorado","2015-06-09 20:00:00",1,54,False
4460,"kuntry","2017-10-22 20:00:00",1,153,False
4461,"Sexy","2014-09-06 20:00:00",1,16,False
4462,"pregame","2016-11-28 19:00:00",2,114,False
